Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mK9,mIP,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Spencer Strider","ATL","SP",110.52999877929688,119.396,4.595916882493713,-1.8850437282908965,-0.2112875312886733,0.18370476321171794,5.990013444700972,1.1362198047306045,9.809523635557438,10.321332754670292,21.130856390227727,"Spencer Strider","27498",675911
"Josh Hader","HOU","RP",40.58000183105469,68,-2.287236335655799,7.817321087984245,2.09356995441197,1.8258176063489173,4.179547118653937,-2.322990387616628,11.306029044126642,8.465045403512244,20.771074447638885,"Josh Hader","14212",623352
"Sonny Gray","STL","SP",112.05000305175781,184.766,4.654423020055376,-1.8850437282908965,1.8127637487947776,1.3379278340592733,-1.4683905872344012,4.3714385008408545,8.823118788224983,10.321332754670292,20.144451542895276,"Sonny Gray","12768",543243
"Ryan Helsley","STL","RP",52.31999969482422,66,-2.389219168014562,8.38173273946217,2.6430110270185656,1.329381145014504,2.284585222853535,-2.437654885614614,9.8118360807196,8.465045403512244,19.27688148423184,"Ryan Helsley","18138",664854
"Andrés Muñoz","SEA","RP",61.54999923706055,64,-2.508050528442534,5.946724586192881,3.789149698331428,1.3004063850843515,2.7215526572114395,-2.5523193836126,8.697463414764966,8.465045403512244,18.16250881827721,"Andres Munoz","20373",662253
"Jhoan Duran","MIN","RP",65.97000122070312,65,-2.373666517151533,4.767184451069739,4.037282826592136,1.684580261610386,2.0196804925445413,-2.494987134613607,7.640074380051663,8.465045403512244,17.105119783563907,"Jhoan Duran","21029",661395
"Ryan Walker","SFG","RP",82.18000030517578,68,-2.3620831903151256,6.4239384503452435,2.786214915653958,1.7541798745205806,1.2049336693285664,-2.322990387616628,7.484193331916594,8.465045403512244,16.949238735428835,"Ryan Walker","20423",676254
"Pablo López","MIN","SP",68.3499984741211,193.107,4.408554429259794,-1.8850437282908965,-1.2905468215459157,1.8616337716590452,-2.355594866882156,4.849658358370311,5.588661142570182,10.321332754670292,16.909993897240476,"Pablo Lopez","17085",641154
"Cole Ragans","KCR","SP",48.220001220703125,182.633,4.633144038452755,-1.8850437282908965,0.23437218368471763,-3.6762349794131386,1.2137185011054175,4.249154314598526,4.769110330137381,10.321332754670292,16.090443084807674,"Cole Ragans","21846",666142
"Joe Ryan","MIN","SP",91.62999725341797,159.709,3.9086967428677633,-1.8850437282908965,-4.4587342092223095,3.1343559051444907,0.3129532875238392,3.0759187222155777,4.0881467202384645,10.321332754670292,15.409479474908757,"Joe Ryan","21390",657746
"Shane McClanahan","TBR","SP",120.7699966430664,159.051,4.235224788919067,-1.8850437282908965,-0.1818094322373992,-0.8813092753342129,-0.1061680171504247,2.8971399277887175,4.0780342636948514,10.321332754670292,15.399367018365146,"Shane McClanahan","21483",663556
"Shota Imanaga","CHC","SP",75.81999969482422,179.749,4.224493692761551,-1.8850437282908965,-2.068717053026248,3.083641273317076,-3.5365449790135917,4.132013417921129,3.9498426236690203,10.321332754670292,15.271175378339311,"Shota Imanaga","33829",684007
"Emmanuel Clase","CLE","RP",34.779998779296875,66,-2.465929111706381,8.272587432950477,2.456139679542761,0.9644513269481441,-1.1482179986915038,-2.437654885614614,5.641376443428884,8.465045403512244,15.106421846941128,"Emmanuel Clase","21032",661403
"Devin Williams","NYY","RP",41.04999923706055,63,-2.5562475041994372,7.213758936201794,1.5302310910332273,-0.6911422056376176,2.4122135383844876,-2.609651632611593,5.299162223170862,8.465045403512244,14.764207626683104,"Devin Williams","15816",642207
"Jeff Hoffman","TOR","RP",102.43000030517578,65,-2.4990593422710083,5.893931629701204,1.404804759987897,1.1723223955226871,1.6087211388802587,-2.494987134613607,5.085733447207432,8.465045403512244,14.550778850719675,"Jeff Hoffman","17432",656546
"George Kirby","SEA","SP",48.220001220703125,158.935,3.8157701144785694,-1.8850437282908965,-1.2177944220819732,4.656296431107562,-5.343088442423854,3.031577560521807,3.0577175133112156,10.321332754670292,14.379050267981507,"George Kirby","25436",669923
"Freddy Peralta","MIL","SP",99.06999969482422,177.958,4.128671654352764,-1.8850437282908965,-3.8443756337681214,-1.574778291705932,2.0168872868329872,3.9811319993089525,2.8224932867297534,10.321332754670292,14.143826041400047,"Freddy Peralta","18679",642547
